model,p,d,q,P,D,Q,MSE,MAE,AIC,ForeMSE,ForeMAE
SARIMAX,2,1,4,0,1,1,117694.19289569613,285.99412759216494,7986.51220266474,230754.3371485921,442.1942020970883
SARIMAX,2,1,4,1,0,0,80207.56702584484,230.64433126124013,8062.71890818292,47335.916424581206,179.07718609172468
SARIMAX,2,1,4,1,0,1,83035.63378699288,234.02548789195117,7984.915138750279,54945.175390187265,192.09611405869038
SARIMAX,2,1,4,1,1,0,158540.37589734205,334.5250488328513,8126.818033171515,360849.5488613924,560.6855700681895
SARIMAX,2,1,4,1,1,1,109828.56906007015,275.4764530002365,7989.836696582941,185450.25693268672,388.37300043258165
SARIMAX,5,0,0,0,0,0,66234.59565664892,193.1239930943417,8019.945395857212,22549.691810952092,117.00224093737297
SARIMAX,5,0,0,0,0,1,66258.27614126937,193.1477291786806,7983.2115140970145,22549.69185964284,117.00224039128186
SARIMAX,5,0,0,0,1,0,152411.15605608365,320.564627378857,8318.161586656353,119280.86245507252,279.5377004732047
SARIMAX,5,0,0,0,1,1,78761.50839973919,212.28135459934046,7927.386169917344,26446.572458126164,126.5388238007472
SARIMAX,5,0,0,1,0,0,66262.26743825321,193.15192039512576,7931.766075574924,22549.691262491666,117.00223872000944
SARIMAX,5,0,0,1,0,1,66256.79335780373,193.14030715427322,7933.760363729532,22549.717008193253,117.00217406238832
SARIMAX,5,0,0,1,1,0,117803.70323120545,287.10883165503515,8078.890685750157,93990.31529827334,256.9978288914775
SARIMAX,5,0,0,1,1,1,78656.1949753811,211.65377401406906,7876.067543858333,26353.487940062852,126.52569184605318
SARIMAX,5,0,1,0,0,0,66188.07324502082,193.04308925290553,8021.528929030055,22549.749932628645,117.00227113794342
SARIMAX,5,0,1,0,0,1,71024.61698903558,201.6409769463865,7967.323081720635,22550.42060077133,117.00231724995052
SARIMAX,5,0,1,0,1,0,154881.0682443068,322.2827831169424,8301.511126955056,122289.1472709681,281.6473160395236
SARIMAX,5,0,1,0,1,1,78639.22900971888,218.09852255802798,7928.688396311852,30711.017114891445,137.41205969821291
SARIMAX,5,0,1,1,0,0,66468.51538191641,193.5250063582097,7933.604331825987,22549.874913125568,117.00187153958478
SARIMAX,5,0,1,1,0,1,66428.3032380956,193.4486295046619,7935.5969359056335,22549.894487877198,117.0018221207685
SARIMAX,5,0,1,1,1,0,118730.16158173735,288.74138771171494,8079.810896842379,95346.19511674809,259.39842258777134
SARIMAX,5,0,1,1,1,1,82238.5133684503,223.1355732751281,7892.706430692384,31135.379551497863,137.2975702577394
SARIMAX,5,0,2,0,0,0,65981.92323466908,192.74492474342983,8030.7937980162915,22531.454957838698,116.91981941908872
SARIMAX,5,0,2,0,0,1,67885.42136678628,195.2415931605137,8272.519227509212,22549.554663426927,116.9996650531896
SARIMAX,5,0,2,0,1,0,107959.71829258365,256.51853623351315,8281.823569002427,48401.732786261695,176.0024313737402
SARIMAX,5,0,2,0,1,1,81305.40958265247,222.74182161532806,7992.18017997248,30950.71317897074,137.5507802683745
SARIMAX,5,0,2,1,0,0,65760.90943738772,193.47126407006436,7939.0562624650665,22704.976409126517,116.35974210330244
SARIMAX,5,0,2,1,0,1,65952.97662022337,193.84907183661238,7942.379302597171,22623.799250322674,116.1768786076619
SARIMAX,5,0,2,1,1,0,83812.40765886499,226.69780695718808,8084.932103179493,37085.14217399629,153.39719538852444
SARIMAX,5,0,2,1,1,1,82366.42301771604,224.22779895841876,7935.906016724342,30866.015959092038,137.528358606546
SARIMAX,5,0,3,0,0,0,65873.07460648674,193.49580608526665,8029.195842949361,22576.327364242774,116.10662837535763
SARIMAX,5,0,3,0,0,1,66298.91322281591,194.496815983909,7951.487872986874,22758.525724198284,116.48256026488869
SARIMAX,5,0,3,0,1,0,98629.57499476717,246.1663393572987,8194.773579099603,42768.182828529934,166.9289106203208
SARIMAX,5,0,3,0,1,1,79238.25390838858,218.72732036594726,7939.422537490493,30978.04525319462,137.67686713272482
SARIMAX,5,0,3,1,0,0,65997.75316306588,193.88972599995586,7938.609078965066,22687.240080060088,116.31214182426599
SARIMAX,5,0,3,1,0,1,65879.35012250161,193.64822886052397,7940.515693951436,22670.908651432146,116.2737557869121
SARIMAX,5,0,3,1,1,0,84484.44767192178,226.64441333381362,8023.6036280968165,36915.36094184533,153.803052555453
SARIMAX,5,0,3,1,1,1,78486.65838924794,218.66914949676354,7935.547353218441,30956.79344901468,137.67726095772773
SARIMAX,5,0,4,0,0,0,70054.18939279851,200.9555168508063,8026.350144722584,22640.711728781258,116.21908801067109
SARIMAX,5,0,4,0,0,1,71186.66758777438,202.86192574462208,7937.020346983029,22613.469113219893,116.15757014325348
SARIMAX,5,0,4,0,1,0,124086.00130829983,294.1566908032662,8165.676724905842,94877.33158826097,253.76324073678455
SARIMAX,5,0,4,0,1,1,79377.23235260631,220.16281722484607,7961.820603802723,31105.801895934885,137.827049314047
SARIMAX,5,0,4,1,0,0,71183.44553282249,202.85533984241704,7936.968200076351,22617.985900979238,116.16684162059524
SARIMAX,5,0,4,1,0,1,71162.39821462559,202.80131986675445,7938.981930294984,22585.1392883385,116.1090436496738
SARIMAX,5,0,4,1,1,0,116876.64712014957,287.4286167691766,8031.616548052364,91710.37299941877,253.92328180284048
SARIMAX,5,0,4,1,1,1,80489.81704031583,221.6618583734136,7968.10233688741,30959.41936584903,137.57206931990052
SARIMAX,5,1,0,0,0,0,94780.71348570628,258.6440124270966,8133.154272262418,67903.90173653718,213.92720817475234
SARIMAX,5,1,0,0,0,1,89436.68269128812,251.6798231177849,8097.179112850234,63490.98399047236,205.52570427779386
SARIMAX,5,1,0,0,1,0,701685.4795661335,734.2213864715205,8404.330711776976,18878300.22804204,4074.0081760911667
SARIMAX,5,1,0,0,1,1,125087.18968712297,296.3386139841279,7976.277877952512,251234.22137636863,464.34815113820343
SARIMAX,5,1,0,1,0,0,89356.33820161187,251.18074196334157,8041.071963036335,61647.59323764,201.8129329057308
SARIMAX,5,1,0,1,0,1,118047.04477389871,287.4832511062208,8018.733991024224,193778.74022939245,402.7811626738464
SARIMAX,5,1,0,1,1,0,1119820.8171743492,903.3884351758385,8136.124315511008,13609676.85283526,3516.340132719508
SARIMAX,5,1,0,1,1,1,118671.97698901698,288.36230584700246,7924.117772128158,198474.3243967653,408.30850107418513
SARIMAX,5,1,1,0,0,0,78992.8631956468,228.86994267265172,8112.450882355305,40837.218958377496,158.44805344789035
SARIMAX,5,1,1,0,0,1,76493.52328023766,221.80513180686216,8094.269014209395,41600.419575665204,162.36632858603596
SARIMAX,5,1,1,0,1,0,189348.0609352953,360.41386568431693,8311.294900226896,340647.468718118,530.8400061707471
SARIMAX,5,1,1,0,1,1,83605.93239918545,235.37428931078844,7926.359819834977,57974.851213013026,198.11499877317257
SARIMAX,5,1,1,1,0,0,77842.62551104322,216.7336842330582,8047.662257265076,37747.81335976873,152.35563342598945
SARIMAX,5,1,1,1,0,1,80477.71166707602,227.41809912154588,7987.915811301988,39583.4925320529,159.5964118890399
SARIMAX,5,1,1,1,1,0,155341.59514175702,330.95000398773016,8073.205232249014,321870.0840630024,528.0794387785916
SARIMAX,5,1,1,1,1,1,82748.32015790099,233.69483566754454,7889.28822507083,52717.95953953617,187.68566046731488
SARIMAX,5,1,2,0,0,0,88950.67608977546,243.67208435642962,8155.72348348141,59631.23469483748,204.8856691307205
SARIMAX,5,1,2,0,0,1,78046.5283309995,222.838317962335,8108.391070511156,45202.691523123576,170.0204834748302
SARIMAX,5,1,2,0,1,0,2905346.826943253,1512.172721861395,8387.951722348487,68306927.35316157,7788.234286691763
SARIMAX,5,1,2,0,1,1,81206.91346396129,228.60527112868155,7932.181509930558,42838.383756130184,166.91455364137352
SARIMAX,5,1,2,1,0,0,80289.66127765084,218.85499210601944,8064.206682310827,42182.38118795811,161.24600455121202
SARIMAX,5,1,2,1,0,1,83557.3620181996,234.14824482556475,7988.146436923493,59525.73929040004,201.49078823078483
SARIMAX,5,1,2,1,1,0,1161550.9863336151,921.0054901526585,8161.601176537916,14244372.665369097,3596.9112111953227
SARIMAX,5,1,2,1,1,1,87674.74022797625,240.99973872926586,8003.476126535226,81484.50562989675,241.77597569117876
SARIMAX,5,1,3,0,0,0,79184.15413714561,220.49144053153688,8102.048749697549,34879.420577235345,147.04561446874789
SARIMAX,5,1,3,0,0,1,79990.70105049523,219.219902307818,8077.669379472716,39306.32597248953,155.33046735858883
SARIMAX,5,1,3,0,1,0,3732651.6400244604,1713.763438631136,8283.858393143504,86183265.1802966,8753.197697821737
SARIMAX,5,1,3,0,1,1,115722.34871035084,283.1299109495919,7997.520176997768,233372.98278399484,444.39144057445225
SARIMAX,5,1,3,1,0,0,79278.62035958977,217.9765256161062,8053.473956093312,41295.925221251106,159.4328359405818
SARIMAX,5,1,3,1,0,1,81202.38933558183,228.64682407055525,7988.885489950582,40850.80286745861,162.29536707030258
SARIMAX,5,1,3,1,1,0,628954.5141736948,674.3720153743612,8133.145963434288,6237516.088665034,2384.6605839930776
SARIMAX,5,1,3,1,1,1,120857.53885579565,290.3639102087738,7985.974054154436,261549.73712856948,473.29236976240463
SARIMAX,5,1,4,0,0,0,98195.10450680015,266.2500387727454,8167.757294338564,86711.7075146067,247.47610654948878
SARIMAX,5,1,4,0,0,1,80631.20138795016,220.51129031302943,8082.864033368722,42212.9134232671,161.92110019263205
SARIMAX,5,1,4,0,1,0,124243.99043028138,291.3231710315644,8235.158564478083,155042.82682267105,333.873608465305
SARIMAX,5,1,4,0,1,1,84787.33322302568,235.84474703206703,7997.879147917371,65318.16290084048,212.02860661784652
SARIMAX,5,1,4,1,0,0,79268.24012437265,218.01882314243946,8064.536980554404,42148.47129102354,161.37974239503157
SARIMAX,5,1,4,1,0,1,86591.5570994124,239.87938028894874,7993.393259826829,76730.87928529347,234.18248568700636
SARIMAX,5,1,4,1,1,0,97437.36271154904,261.39908651982273,8089.469158425458,112288.97424816457,285.3803417019318
SARIMAX,5,1,4,1,1,1,93304.0330635643,250.436738576318,7971.765948570642,112394.72144349062,292.02476807445424
